Date of event,Name of event,At approximately what time did you arrive at this event?,At approximately what time did you leave this event?,Please rate your overall satisfaction with this event.,Please elaborate on your rating above - why do you feel this way?,"If this event were to happen again in the future, what could we do to improve your experience?","Based on your impression of the event prior to attending (from marketing, communications, word of mouth, etc.) how well did the event meet your expectations?",What could we have done differently to meet your expectations?,How safe did you feel at the event?,Did you feel the event was inclusive?,What could we have done differently to make the event more inclusive?,How fun did you feel the event was?,Please provide any additional feedback you have about this event that has not been shared in your answers to previous questions.,How satisfied are you with social life at Bates overall?,Please elaborate on your rating above - why do you feel this way?,"Please provide ideas, if any, for ways to improve social life on campus, or for events or activities that you would like to attend on campus.",Class year
16-Nov-24,SnowBall,10:30 PM,12:00am (midnight),4 - Satisfied,"The event was nice overall. The staff were very friendly; there was food, music, and lights.",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,There wasn't a lot of decor and I was slightly disappointed by that,4 - Satisfied,"I have my own group of friends, we hang out frequently, and I feel like I also have good connections that branch out from this group.",,2026
14-Sep-24,It's a Great Night to be a Bobcat!,10:15 PM,10:45 PM,5 - Highly satisfied,"The event was setup quiet well. While I was not in the mood to dance and socialize much, I appreciate the event and the food and water offered, especially the chicken bites and mozarella sticks from the Curb Cats truck. The music and DJing was also good, and the staff were very friendly like usual.",,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,"Overall I think the event was good and a much better version of Bateschella, as I personally do not care for bringing guest artists and the other activities Bateschella offered, I mostly care about food, the DJ playing good music, and a good environment to socialize in with the staff being friendly and ensuring safety. While I did not attend the 21+ section, I think this is a good idea for seniors as they can drink alcohol if they so choose without any of the dangers of non-event drinking. Bateschella was also too loud and I could hear it from Adams freshmen year and it made my ears ring for an hour after, so the library quad is also a much better location for the event. The food was especially good as it was chicken bites and mozz sticks, which students like but does not require having to get an outside vender, even though I do love the poutine truck they had at past Bateschella events and Batescon. While I am not aware of the cost of this event versus Bateschella, I'd imagine it is cheaper as it does not involve contracts with guest artists. Therefore, if more events like this can be done as opposed to one Bateschella, I think that would be best for the social night life options at Bates College.",4 - Satisfied,"I feel like the social life on Bates is what you make it out to be. While it is not perfect, there are different ways for everyone to socialize and I am able to expand my circle while maintaining the close friendships I have.","I think more chill events like this with a variety of free food offerings like Curb Cats would be great. While Uche is abroad this semester, I really enjoyed the events he DJed at, so it would be cool for him to do some more events when he's back on campus.",2026
26-Oct-24,Halloween Dance,11:00 PM,12:30 AM,4 - Satisfied,The event was well planned and people seemed to enjoy it.,,4 - Exceeded my expectations,,5 - Very safe,Yes,,4 - Fun,,5 - Highly satisfied,There are many events for people to go to,,2027
14-Sep-24,Great Night to Be a Bobcat,11:00 PM,12:30 AM,3 - Neither satisfied nor dissatisfied,It was okay. Maybe too scattered.,Better reach. More music.,2 - Met some of my expectations,More theme-centered.,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,you need to make the move but overall okay,,2026
26-Oct-24,Halloween Dance,11:00 PM,12:30 AM,3 - Neither satisfied nor dissatisfied,"I didn't love the music, some of it was good but I felt it could've been better. ",More food/hotter pizza & better music would be nice!,3 - Met my expectations,,3 - Neither safe nor unsafe,Yes,,3 - Neither fun nor not fun,,4 - Satisfied,I am happy with my social circle but sometimes feel it can be hard to meet new people once groups are formed.,,2025
15-Sep-24,Its a great night to be a bobcat,10:00 PM,10:30 PM,4 - Satisfied,"I didn't find anything lacking, I really enjoyed the free curbcats ",,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,I feel a good sense of community with people from my classes/sports team,,2027
14-Sep-24,It’s a Great Night to be a Bobcat,10:15 PM,11:00 PM,5 - Highly satisfied,"Nice set up for students 21 and above, great time to catch up with peers.",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,2 - Dissatisfied,"The overall student body isn’t as social as it could be especially given the size of the campus, and outside of these events there’s few opportunities to meet new people and gain new perspective.","There isn’t really much bates can do besides host more events, but it’s mainly on the student body to figure out how to make the campus more enjoyable.",2025
14-Sep-24,Great Night To Be A Bobcat,9:00 PM,10:30 PM,5 - Highly satisfied,I really enjoyed happy hour at the Den for 21+ students. I would love to see more of these!!!,,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,4 - Satisfied,I have built a social life outside of the Bates Official Events!,I think Bates needs to host more events so that students have a safe place to congregate and spend time together on the weekends.,2025
14-Sep-24,It's a great night to be a bobcat,9:00 PM,11:00 PM,3 - Neither satisfied nor dissatisfied,"I wished there were more people dancing, but the happy hour was fun.",The music could have been better.,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,My friends and I enjoy attending parties hosted by Bates students.,,2025
14-Sep-24,Great Night to be a Bobcat,9:30 PM,10:15 PM,4 - Satisfied,"Great food, great music and what not",,3 - Met my expectations,,5 - Very safe,Yes,,5 - Very fun,,4 - Satisfied,I am just super busy with academics its hard to go out at times.,,2026
14-Sep-24,It's a great night to be a Bobcat,10:15 PM,10:30 PM,4 - Satisfied,"I came for the free mozzerella sticks and chicken nugget which were not very great. As a non-senior, I did enjoy the idea of drinks for the 21+ crowd. I think that should be done more. ",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,3 - Neither satisfied nor dissatisfied,There could be more events with food or the curb cats food truck/catered food,,2026
16-Nov-24,Snowball,10:45 PM,12:45 AM,4 - Satisfied,"pizza and water were provided, which was great",,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,I think the name should be changed since the event is not held in winter,4 - Satisfied,Because I feel like I've been able to integrate well into Bates socially and that the large majority of people I have met have said the same.,I would be nice if the dances could have more games and activities like glow in the dark 4 square,2028
14-Sep-24,Great Night to be a Bobcat,10:00 PM,12:30 AM,5 - Highly satisfied,Incredible food at the Den and the DJ was awesome!! Fantastic option for 21+ we should have this often!,,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,More free den and 21+ events is the best thing in the world,4 - Satisfied,Not many things to do but everything is great,,2025
26-Oct-24,Halloween Dance,10:30 PM,12:15 AM,5 - Highly satisfied,It was fu meeting up with friends to dance and eat pizza!,,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,There are a good amount of events organized.,,2028
26-Oct-24,Halloween Dance,11:00 PM,1:00 AM,4 - Satisfied,I had a really fin time. the dj was actually good for the most part and loved the pictures. I unfortunately did not get pizza (I think it ran out too fast!) and also the printer for the pictures was slow and I had to wait even after 1am for our pictures. but other than that it was fun! I heard good things bout the happy hour event too and student being really appreciative of that. I do wish they could have scheduled the dance on the actual weekend of halloween but that's fine too.,,1 - Did not meet my expectations,I felt like there was little not no marketing,5 - Very safe,Yes,,5 - Very fun,,3 - Neither satisfied nor dissatisfied,I feel like there have been no school wide events - compared to previous years at least. Its a bit sad :(,,2026
26-Oct-24,Halloween dance,10:00 PM,1:00 AM,4 - Satisfied,"Very fun dance, good music, pizza was great",,4 - Exceeded my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,Everyone is very nice,,2026
26-Oct-24,Halloween Dance Party,10:30 PM,12:00am (midnight),4 - Satisfied,Loved the sound.,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,"I am a freshman and still figuring out my friend circle, but overall people are very welcoming and nice.",,2028
26-Oct-24,Halloween Dance,10:45 PM,11:15 PM,4 - Satisfied,"It was really fun, I only left because I had a migraine so I needed somewhere quiet",,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,4 - Satisfied,I think that the school does a great job listening to the feedback from the students to allow them to have the best time possible.,,2027
26-Oct-24,Halloween Dance,11:00 PM,12:30 AM,3 - Neither satisfied nor dissatisfied,"The music wasn't good and the phot booth stopped printing after midnight, but other than that it was pretty fun.","Music choice, nothing much else.",3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,5 - Highly satisfied,I love the clubs and departments I'm involved in.,,2027
26-Oct-24,Halloween Dance,10:45 PM,11:45 PM,4 - Satisfied,"The dance was good, however, I really like the energy that bands bring as opposed to DJs. ",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,5 - Highly satisfied,"I live with my friends, and I have a lot of fun with them out at events!",,2025
29-Mar-25,Gala,10:00 PM,12:30 AM,5 - Highly satisfied,"The music and scenery was great, food was fancier and better tasting than pizza.",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,5 - Highly satisfied,Everyone here is very nice and I have friends from both sexes and spanning across multiple teams. Bates is very inclusive.,Have a club fair at the start of the second semester.,2028
26-Oct-24,Halloween Dance,10:45 PM,12:30 AM,4 - Satisfied,"I felt like the event was fun, I was able to see my friends, etc.",,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,Thank you for hosting the event.,4 - Satisfied,I am satisfied with where I am in my social life.,,2026
26-Oct-24,Halloween Dance,11:00 PM,12:30 AM,5 - Highly satisfied,I had a lot of fun dancing with my friends -- the music was great!,,3 - Met my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,I think Bates has a good mix of organized events to meet people and also leaving spaces open for students to connect on their own.,I think most students would love anything that has to do with food.,2026
26-Oct-24,Halloween Dance,10:45 PM,12:30 AM,2 - Dissatisfied,I really didn't like the music choices,"Including a lot more Halloween themed music, getting a better DJ",2 - Met some of my expectations,"More spooky! More Halloween music, etc",4 - Safe,No,"There wasn't more than just dancing to do, might have been nice to have other activities",4 - Fun,,4 - Satisfied,.,,2027
26-Oct-24,Halloween Dance,11:00 PM,11:30 PM,4 - Satisfied,Not my scene but fine,,3 - Met my expectations,,5 - Very safe,Yes,,3 - Neither fun nor not fun,to loud,4 - Satisfied,all is well,most events have speakers playing music that are too loud. I should be able to have a conversation with my friends without screaming. Not only is it a safety concern for my health and hearing but also to be able to communicate with my friends,2026
26-Oct-24,halloween dance,11:15 PM,12:00am (midnight),3 - Neither satisfied nor dissatisfied,it was alright,more food,3 - Met my expectations,,4 - Safe,Yes,,3 - Neither fun nor not fun,,3 - Neither satisfied nor dissatisfied,medium,,2026
26-Oct-24,Halloween Dance,10:45 PM,11:45 PM,4 - Satisfied,"Great music, the food was good, and the vibes were giving halloween. I enjoyed it.",,4 - Exceeded my expectations,,4 - Safe,Yes,,5 - Very fun,,5 - Highly satisfied,I have a great group of friends that always make me feel included. The clubs are all so open and there is a place for every and anybody to feel seen and valued.,,2027
26-Oct-24,Halloween Dance,10:30 PM,1:00 AM,5 - Highly satisfied,"It had a really good outcome, lots of people came good food and service. ",,4 - Exceeded my expectations,,4 - Safe,Yes,,5 - Very fun,,4 - Satisfied,I feel like there's a good amount of marketing and word-of-mouth to spread the ideas of events.,More in person advertising,2026
26-Oct-24,Halloween dance,11:00 PM,12:00am (midnight),5 - Highly satisfied,"The DJ was great, pizza was great! ",,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,Great community if friends.,,2025
26-Oct-24,Halloween Dance,10:15 PM,11:45 PM,4 - Satisfied,It was fun!,,5 - Greatly exceeded my expectations,,4 - Safe,Yes,,5 - Very fun,,4 - Satisfied,I think it is fun.,,2028
26-Oct-24,Halloween Dance,10:30 PM,11:45 PM,5 - Highly satisfied,"I was very pleased with the music that was being played, the food that was being served, and the photos that were taken with friends at the booth.",,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,N/A,4 - Satisfied,I am satisfied with how social life with bates has been but I still find it hard to create new relationships with other peers.,N/A,2028
